190,Buffalo,Grains Mix 190,2,15.40,139.80
221,Dog,Grains Mix 221,2,4.80,139.60
231,Bull,Grains Mix 231,2,3.20,139.00
73,Sheep,Grains Mix 73,2,14.60,138.00
275,Cow,Grains Mix 275,2,10.40,137.80
30,Sheep,Grains Mix 30,2,0.40,137.60
291,Bull,Grains Mix 291,2,12.00,137.40
211,Cow,Grains Mix 211,2,4.60,136.20
16,Cow,Grains Mix 16,2,1.60,136.20
62,Sheep,Grains Mix 62,2,9.00,134.80
53,Sheep,Grains Mix 53,2,7.00,134.00
57,Sheep,Grains Mix 57,2,10.40,133.80
104,Buffalo,Grains Mix 104,2,19.60,133.20
80,Sheep,Grains Mix 80,2,7.40,132.40
249,Buffalo,Grains Mix 249,2,10.80,132.40
105,Buffalo,Grains Mix 105,2,5.00,131.20
102,Buffalo,Grains Mix 102,2,16.00,131.20
107,Buffalo,Grains Mix 107,2,11.60,130.80
161,Sheep,Grains Mix 161,2,5.40,130.80
99,Goat,Grains Mix 99,2,16.60,130.40
29,Sheep,Grains Mix 29,2,17.40,129.00
98,Goat,Grains Mix 98,2,17.60,128.80
26,Sheep,Grains Mix 26,2,5.80,127.00
45,Sheep,Grains Mix 45,2,14.40,126.60
137,Sheep,Grains Mix 137,2,11.80,126.60
184,Cow,Grains Mix 184,2,16.60,125.00
262,Cow,Grains Mix 262,2,15.40,124.40
293,Bull,Grains Mix 293,2,20.00,124.20
241,Bull,Grains Mix 241,2,3.00,123.40
132,Sheep,Grains Mix 132,2,6.20,123.40
20,Cow,Grains Mix 20,2,19.00,121.20
4,Cow,Grains Mix 4,2,8.20,121.20
35,Sheep,Grains Mix 35,2,11.00,120.60
246,Cow,Grains Mix 246,2,1.80,117.80
186,Cow,Grains Mix 186,2,16.40,117.60
81,Goat,Grains Mix 81,2,11.40,116.80
273,Cow,Grains Mix 273,2,11.80,116.60
70,Sheep,Grains Mix 70,2,7.20,113.80
144,Sheep,Grains Mix 144,2,11.80,109.80
47,Sheep,Grains Mix 47,2,8.80,109.00
24,Sheep,Grains Mix 24,2,18.60,108.20
263,Cow,Grains Mix 263,2,12.40,106.80
279,Bull,Grains Mix 279,2,12.80,106.40
257,Cow,Grains Mix 257,2,9.40,106.20
216,Horse,Grains Mix 216,2,17.60,106.00
258,Cow,Grains Mix 258,2,4.40,105.60
140,Sheep,Grains Mix 140,2,14.80,104.80
170,Dog,Grains Mix 170,2,8.80,104.40
55,Sheep,Grains Mix 55,2,3.60,103.80
164,Sheep,Grains Mix 164,2,17.40,103.60
15,Cow,Grains Mix 15,2,11.60,103.40
283,Bull,Grains Mix 283,2,9.80,102.80
68,Sheep,Grains Mix 68,2,10.80,102.20
185,Cow,Grains Mix 185,2,15.80,101.80
192,Bull,Grains Mix 192,2,6.00,101.60
177,Buffalo,Grains Mix 177,2,10.00,101.00
87,Goat,Grains Mix 87,2,19.20,100.00
79,Sheep,Grains Mix 79,2,14.60,99.80
23,Sheep,Grains Mix 23,2,8.00,99.80
244,Bull,Grains Mix 244,2,14.00,98.80
65,Sheep,Grains Mix 65,2,9.40,98.40
72,Sheep,Grains Mix 72,2,8.40,98.00
189,Buffalo,Grains Mix 189,2,1.80,96.80
135,Sheep,Grains Mix 135,2,17.40,96.60
51,Sheep,Grains Mix 51,2,13.60,95.40
239,Buffalo,Grains Mix 239,2,12.00,95.40
159,Sheep,Grains Mix 159,2,15.60,95.00
109,Buffalo,Grains Mix 109,2,11.40,95.00
296,Bull,Grains Mix 296,2,12.80,94.80
152,Sheep,Grains Mix 152,2,15.80,93.60
201,Buffalo,Grains Mix 201,2,14.40,93.40
95,Goat,Grains Mix 95,2,12.00,93.00
88,Goat,Grains Mix 88,2,15.20,92.80
83,Goat,Grains Mix 83,2,7.60,92.40
265,Cow,Grains Mix 265,2,2.60,92.20
172,Cow,Grains Mix 172,2,13.00,91.60
101,Buffalo,Grains Mix 101,2,14.80,91.40
12,Cow,Grains Mix 12,2,2.80,91.20
226,Bull,Grains Mix 226,2,6.60,91.00
187,Buffalo,Grains Mix 187,2,15.40,90.60
58,Sheep,Grains Mix 58,2,4.20,90.40
208,Cow,Grains Mix 208,2,19.80,89.60
240,Bull,Grains Mix 240,2,1.60,88.80
150,Sheep,Grains Mix 150,2,1.20,88.20
230,Bull,Grains Mix 230,2,9.20,87.40
297,Bull,Grains Mix 297,2,2.80,87.00
196,Cow,Grains Mix 196,2,8.80,86.80
204,Bull,Grains Mix 204,2,12.20,86.00
44,Sheep,Grains Mix 44,2,8.20,84.80
126,Buffalo,Grains Mix 126,2,10.60,83.00
212,Cow,Grains Mix 212,2,4.40,82.60
181,Bull,Grains Mix 181,2,19.20,82.00
276,Buffalo,Grains Mix 276,2,3.20,81.80
63,Sheep,Grains Mix 63,2,14.60,81.00
61,Sheep,Grains Mix 61,2,3.80,80.60
151,Sheep,Grains Mix 151,2,7.00,80.60
154,Sheep,Grains Mix 154,2,12.00,80.60
21,Sheep,Grains Mix 21,2,3.20,78.80
149,Sheep,Grains Mix 149,2,11.00,78.60
90,Goat,Grains Mix 90,2,4.80,78.20
271,Sheep,Grains Mix 271,2,14.00,77.80
284,Bull,Grains Mix 284,2,7.00,77.80
93,Goat,Grains Mix 93,2,7.60,77.00
294,Bull,Grains Mix 294,2,8.00,76.20
287,Bull,Grains Mix 287,2,14.40,75.20
138,Sheep,Grains Mix 138,2,19.00,75.20
10,Cow,Grains Mix 10,2,2.00,75.00
32,Sheep,Grains Mix 32,2,15.20,74.40
33,Sheep,Grains Mix 33,2,3.60,74.40
40,Sheep,Grains Mix 40,2,0.40,74.00
259,Cow,Grains Mix 259,2,13.00,72.80
191,Bull,Grains Mix 191,2,6.20,72.00
218,Rabbit,Grains Mix 218,2,0.60,71.40
22,Sheep,Grains Mix 22,2,2.40,71.00
229,Bull,Grains Mix 229,2,9.80,70.40
156,Sheep,Grains Mix 156,2,12.40,69.20
178,Buffalo,Grains Mix 178,2,5.60,68.20
268,Cow,Grains Mix 268,2,5.60,68.20
52,Sheep,Grains Mix 52,2,0.40,67.80
18,Cow,Grains Mix 18,2,18.20,67.00
277,Buffalo,Grains Mix 277,2,15.40,66.80
267,Cow,Grains Mix 267,2,6.60,66.60
175,Buffalo,Grains Mix 175,2,5.80,64.80
282,Bull,Grains Mix 282,2,17.20,63.40
298,Bull,Grains Mix 298,2,3.60,62.60
194,Bull,Grains Mix 194,2,17.40,62.20
280,Bull,Grains Mix 280,2,0.40,61.60
245,Bull,Grains Mix 245,2,9.60,61.40
41,Sheep,Grains Mix 41,2,13.20,61.40
2,Cow,Grains Mix 2,2,13.40,60.20
27,Sheep,Grains Mix 27,2,15.00,59.40
200,Buffalo,Grains Mix 200,2,6.40,59.20
54,Sheep,Grains Mix 54,2,13.20,59.00
69,Sheep,Grains Mix 69,2,3.20,58.80
17,Cow,Grains Mix 17,2,18.20,58.60
158,Sheep,Grains Mix 158,2,16.00,57.40
288,Bull,Grains Mix 288,2,15.20,57.20
94,Goat,Grains Mix 94,2,17.00,56.00
292,Bull,Grains Mix 292,2,4.40,55.80
195,Cow,Grains Mix 195,2,18.80,54.60
64,Sheep,Grains Mix 64,2,15.80,53.80
295,Bull,Grains Mix 295,2,2.40,53.60
39,Sheep,Grains Mix 39,2,5.00,53.40
133,Sheep,Grains Mix 133,2,5.80,53.20
48,Sheep,Grains Mix 48,2,6.80,53.00
34,Sheep,Grains Mix 34,2,5.80,53.00
84,Goat,Grains Mix 84,2,2.40,52.40
206,Bull,Grains Mix 206,2,1.40,52.20
219,Fish,Grains Mix 219,2,18.40,50.60
59,Sheep,Grains Mix 59,2,6.20,47.80
166,Goat,Grains Mix 166,2,5.20,47.60
19,Cow,Grains Mix 19,2,15.00,47.40
180,Bull,Grains Mix 180,2,10.80,47.20
103,Buffalo,Grains Mix 103,2,12.40,47.20
238,Buffalo,Grains Mix 238,2,3.00,47.20
220,Turtle,Grains Mix 220,2,15.00,45.00
203,Bull,Grains Mix 203,2,12.80,44.20
142,Sheep,Grains Mix 142,2,1.40,43.60
227,Bull,Grains Mix 227,2,9.80,41.20
46,Sheep,Grains Mix 46,2,16.80,41.20
91,Goat,Grains Mix 91,2,4.80,41.20
5,Cow,Grains Mix 5,2,1.00,40.80
209,Cow,Grains Mix 209,2,2.20,40.80
237,Cow,Grains Mix 237,2,5.60,40.00
85,Goat,Grains Mix 85,2,9.60,38.80
9,Cow,Grains Mix 9,2,6.00,38.60
252,Cow,Grains Mix 252,2,13.40,37.60
160,Sheep,Grains Mix 160,2,14.20,37.00
49,Sheep,Grains Mix 49,2,16.40,36.40
173,Cow,Grains Mix 173,2,10.20,34.60
171,Cat,Grains Mix 171,2,0.20,34.40
131,Sheep,Grains Mix 131,2,13.80,34.20
256,Cow,Grains Mix 256,2,16.40,33.80
82,Goat,Grains Mix 82,2,14.80,33.20
174,Cow,Grains Mix 174,2,14.20,33.00
214,Cow,Grains Mix 214,2,19.80,32.40
75,Sheep,Grains Mix 75,2,19.80,32.20
56,Sheep,Grains Mix 56,2,11.20,30.60
31,Sheep,Grains Mix 31,2,12.00,30.40
286,Bull,Grains Mix 286,2,6.40,30.00
272,Sheep,Grains Mix 272,2,9.00,29.60
205,Bull,Grains Mix 205,2,3.60,29.40
43,Sheep,Grains Mix 43,2,18.40,29.20
264,Cow,Grains Mix 264,2,13.00,28.60
253,Cow,Grains Mix 253,2,18.60,28.60
8,Cow,Grains Mix 8,2,10.00,28.20
261,Cow,Grains Mix 261,2,11.40,27.60
143,Sheep,Grains Mix 143,2,0.60,27.20
248,Buffalo,Grains Mix 248,2,16.60,25.00
38,Sheep,Grains Mix 38,2,5.60,24.40
60,Sheep,Grains Mix 60,2,2.60,24.20
71,Sheep,Grains Mix 71,2,15.20,23.40
213,Cow,Grains Mix 213,2,18.00,22.20
162,Sheep,Grains Mix 162,2,0.60,21.80
111,Buffalo,Grains Mix 111,0,NULL,NULL
112,Buffalo,Grains Mix 112,0,NULL,NULL
113,Buffalo,Grains Mix 113,0,NULL,NULL
114,Buffalo,Grains Mix 114,0,NULL,NULL
115,Buffalo,Grains Mix 115,0,NULL,NULL
116,Buffalo,Grains Mix 116,0,NULL,NULL
117,Buffalo,Grains Mix 117,0,NULL,NULL
118,Buffalo,Grains Mix 118,0,NULL,NULL
119,Buffalo,Grains Mix 119,0,NULL,NULL
127,Buffalo,Grains Mix 127,0,NULL,NULL
128,Buffalo,Grains Mix 128,0,NULL,NULL
129,Buffalo,Grains Mix 129,0,NULL,NULL
130,Buffalo,Grains Mix 130,0,NULL,NULL
120,Buffalo,Grains Mix 120,0,NULL,NULL
121,Buffalo,Grains Mix 121,0,NULL,NULL
122,Buffalo,Grains Mix 122,0,NULL,NULL
123,Buffalo,Grains Mix 123,0,NULL,NULL
124,Buffalo,Grains Mix 124,0,NULL,NULL
125,Buffalo,Grains Mix 125,0,NULL,NULL
215,Cow,Grains Mix 215,0,NULL,NULL
270,Cow,Grains Mix 270,0,NULL,NULL
